OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
797.00,1970-00-00 00:00:00.797,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.45,0.00,0.00,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
903.00,1970-00-00 00:00:00.903,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.45,0.00,0.00,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1003.00,1970-01-01 00:00:01.003,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.43,0.00,0.00,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
1103.00,1970-01-01 00:00:01.103,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.44,49.87,57.62,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
1203.00,1970-01-01 00:00:01.203,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.42,49.87,57.62,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1303.00,1970-01-01 00:00:01.303,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.43,49.87,57.62,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
1403.00,1970-01-01 00:00:01.403,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.44,49.84,57.66,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1503.00,1970-01-01 00:00:01.503,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.44,49.84,57.66,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1603.00,1970-01-01 00:00:01.603,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.44,49.89,57.62,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1703.00,1970-01-01 00:00:01.703,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.43,49.89,57.62,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1803.00,1970-01-01 00:00:01.803,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.43,49.89,57.62,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
1903.00,1970-01-01 00:00:01.903,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.43,49.87,57.63,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
2003.00,1970-01-01 00:00:02.003,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.42,49.87,57.63,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
2103.00,1970-01-01 00:00:02.103,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.44,49.89,57.59,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
2247.00,1970-01-01 00:00:02.247,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.42,49.89,57.59,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
2377.00,1970-01-01 00:00:02.377,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.42,49.81,57.57,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
2562.00,1970-01-01 00:00:02.562,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.40,49.81,57.57,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
2740.00,1970-01-01 00:00:02.740,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.37,49.79,57.57,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
2875.00,1970-01-01 00:00:02.875,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.41,49.79,57.57,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
3014.00,1970-01-01 00:00:03.014,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.39,49.77,57.52,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
3175.00,1970-01-01 00:00:03.175,1.34,0.12,0.00,0.30,0.00,1.00,1.00,999.00,0.00,12.38,49.77,57.52,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
3275.00,1970-01-01 00:00:03.275,1.34,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.40,49.80,57.48,0.00,0.00,-0.67,0.07,17.00,10.00,0.00
3375.00,1970-01-01 00:00:03.375,1.34,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.31,49.80,57.48,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
3579.00,1970-01-01 00:00:03.579,-0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.36,49.79,57.38,0.00,0.00,-0.64,0.08,17.00,10.00,0.00
3719.00,1970-01-01 00:00:03.719,-0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.37,49.79,57.38,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
3859.00,1970-01-01 00:00:03.859,0.00,0.12,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.34,49.74,57.30,0.00,0.00,-0.51,0.07,17.00,10.00,0.00
4035.00,1970-01-01 00:00:04.035,1.41,0.23,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.35,49.74,57.30,0.00,0.00,-0.52,0.08,17.00,10.00,0.00
4233.00,1970-01-01 00:00:04.233,1.41,0.23,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.28,49.73,57.34,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
4333.00,1970-01-01 00:00:04.333,1.41,0.23,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.73,57.34,0.00,0.00,-0.56,0.07,17.00,10.00,0.00
4433.00,1970-01-01 00:00:04.433,-0.00,0.23,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.35,49.70,57.32,0.00,0.00,-0.64,0.07,17.00,10.00,0.00
4533.00,1970-01-01 00:00:04.533,-0.00,0.23,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.30,49.70,57.32,0.00,0.00,-0.55,0.08,17.00,10.00,0.00
4633.00,1970-01-01 00:00:04.633,-0.00,0.23,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.30,49.70,57.32,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
4801.00,1970-01-01 00:00:04.801,1.32,0.35,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.29,49.74,57.38,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
5000.00,1970-01-01 00:00:05.000,1.32,0.35,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.30,49.72,57.25,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
5100.00,1970-01-01 00:00:05.100,-0.00,0.35,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.27,49.72,57.25,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
5200.00,1970-01-01 00:00:05.200,1.82,0.47,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.34,49.72,57.25,0.00,0.00,-0.57,0.07,17.00,10.00,0.00
5305.00,1970-01-01 00:00:05.305,1.82,0.47,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.26,49.72,57.29,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
5405.00,1970-01-01 00:00:05.405,1.82,0.47,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.28,49.72,57.29,0.00,0.00,-0.54,0.08,17.00,10.00,0.00
5579.00,1970-01-01 00:00:05.579,-0.00,0.47,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.29,49.71,57.23,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
5679.00,1970-01-01 00:00:05.679,-0.00,0.47,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.32,49.71,57.23,0.00,0.00,-0.56,0.08,17.00,10.00,0.00
5779.00,1970-01-01 00:00:05.779,-0.00,0.47,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.27,49.71,57.23,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
5879.00,1970-01-01 00:00:05.879,1.27,0.59,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.34,49.58,57.25,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
5979.00,1970-01-01 00:00:05.979,1.27,0.59,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.28,49.58,57.25,0.00,0.00,-0.66,0.08,17.00,10.00,0.00
6079.00,1970-01-01 00:00:06.079,1.27,0.59,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.30,49.58,57.25,0.00,0.00,-0.53,0.07,17.00,10.00,0.00
6179.00,1970-01-01 00:00:06.179,1.27,0.59,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.30,49.71,57.20,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
6279.00,1970-01-01 00:00:06.279,-0.00,0.59,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.24,49.71,57.20,0.00,0.00,-0.61,0.05,17.00,10.00,0.00
6440.00,1970-01-01 00:00:06.440,-0.00,0.59,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.29,49.58,57.13,0.00,0.00,-0.60,0.06,17.00,10.00,0.00
6540.00,1970-01-01 00:00:06.540,1.20,0.70,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.32,49.58,57.13,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
6654.00,1970-01-01 00:00:06.654,1.20,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.13,0.00,0.00,-0.64,0.08,17.00,10.00,0.00
6797.00,1970-01-01 00:00:06.797,1.20,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.66,57.18,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
6940.00,1970-01-01 00:00:06.940,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.29,49.66,57.18,0.00,0.00,-0.53,0.07,17.00,10.00,0.00
7086.00,1970-01-01 00:00:07.086,-0.00,0.70,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.30,49.59,57.20,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
7186.00,1970-01-01 00:00:07.186,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.31,49.59,57.20,0.00,0.00,-0.62,0.08,17.00,10.00,0.00
7332.00,1970-01-01 00:00:07.332,0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.28,49.59,57.20,0.00,0.00,-0.65,0.08,17.00,10.00,0.00
7432.00,1970-01-01 00:00:07.432,0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.31,49.54,57.13,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
7532.00,1970-01-01 00:00:07.532,0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.54,57.13,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
7632.00,1970-01-01 00:00:07.632,0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.27,49.53,57.13,0.00,0.00,-0.53,0.08,17.00,10.00,0.00
7732.00,1970-01-01 00:00:07.732,-0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.28,49.53,57.13,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
7832.00,1970-01-01 00:00:07.832,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.26,49.53,57.13,0.00,0.00,-0.64,0.08,17.00,10.00,0.00
7932.00,1970-01-01 00:00:07.932,-0.00,0.70,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.31,49.58,57.16,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
8032.00,1970-01-01 00:00:08.032,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.26,49.58,57.16,0.00,0.00,-0.64,0.07,17.00,10.00,0.00
8142.00,1970-01-01 00:00:08.142,0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.29,49.58,57.13,0.00,0.00,-0.54,0.08,17.00,10.00,0.00
8319.00,1970-01-01 00:00:08.319,0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.27,49.58,57.13,0.00,0.00,-0.53,0.08,17.00,10.00,0.00
8471.00,1970-01-01 00:00:08.471,0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.26,49.63,57.13,0.00,0.00,-0.55,0.08,17.00,10.00,0.00
8625.00,1970-01-01 00:00:08.625,-0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.31,49.63,57.13,0.00,0.00,-0.58,0.09,17.00,10.00,0.00
8771.00,1970-01-01 00:00:08.771,-0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.29,49.64,57.13,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
8926.00,1970-01-01 00:00:08.926,0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.24,49.64,57.13,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
9026.00,1970-01-01 00:00:09.026,0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.26,49.57,57.13,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
9126.00,1970-01-01 00:00:09.126,0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.57,57.13,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
9226.00,1970-01-01 00:00:09.226,0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.27,49.57,57.13,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
9326.00,1970-01-01 00:00:09.326,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.26,49.59,57.08,0.00,0.00,-0.56,0.08,17.00,10.00,0.00
9488.00,1970-01-01 00:00:09.488,-0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.27,49.59,57.08,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
9588.00,1970-01-01 00:00:09.588,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.55,57.10,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
9720.00,1970-01-01 00:00:09.720,0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.29,49.55,57.10,0.00,0.00,-0.64,0.08,17.00,10.00,0.00
9820.00,1970-01-01 00:00:09.820,0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.30,49.57,57.13,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
10017.00,1970-01-01 00:00:10.017,0.00,0.70,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.57,57.13,0.00,0.00,-0.56,0.08,17.00,10.00,0.00
10193.00,1970-01-01 00:00:10.193,-0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.29,49.64,57.15,0.00,0.00,-0.54,0.06,17.00,10.00,0.00
10293.00,1970-01-01 00:00:10.293,-0.00,0.70,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.26,49.64,57.15,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
10393.00,1970-01-01 00:00:10.393,-0.00,0.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.28,49.60,57.04,0.00,0.00,-0.63,0.08,17.00,10.00,0.00
10551.00,1970-01-01 00:00:10.551,1.20,0.82,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.30,49.60,57.04,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
10690.00,1970-01-01 00:00:10.690,1.20,0.82,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.28,49.53,57.08,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
10827.00,1970-01-01 00:00:10.827,-0.00,0.82,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.23,49.53,57.08,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
10971.00,1970-01-01 00:00:10.971,-0.00,0.82,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.06,0.00,0.00,-0.58,0.09,17.00,10.00,0.00
11110.00,1970-01-01 00:00:11.110,-0.00,0.82,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.06,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
11210.00,1970-01-01 00:00:11.210,0.00,0.82,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.06,0.00,0.00,-0.55,0.07,17.00,10.00,0.00
11310.00,1970-01-01 00:00:11.310,0.00,0.82,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.28,49.63,57.13,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
11426.00,1970-01-01 00:00:11.426,0.00,0.82,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.27,49.63,57.13,0.00,0.00,-0.63,0.07,17.00,10.00,0.00
11562.00,1970-01-01 00:00:11.562,1.15,0.94,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.28,49.53,57.10,0.00,0.00,-0.55,0.08,17.00,10.00,0.00
11688.00,1970-01-01 00:00:11.688,1.15,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.53,57.10,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
11811.00,1970-01-01 00:00:11.811,1.15,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.53,57.10,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
11958.00,1970-01-01 00:00:11.958,-0.00,0.94,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.08,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
12095.00,1970-01-01 00:00:12.095,-0.00,0.94,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.26,49.58,57.04,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
12195.00,1970-01-01 00:00:12.195,-0.00,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.27,49.58,57.04,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
12295.00,1970-01-01 00:00:12.295,-0.00,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.23,49.58,57.04,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
12470.00,1970-01-01 00:00:12.470,0.00,0.94,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.24,49.53,57.04,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
12570.00,1970-01-01 00:00:12.570,0.00,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.53,57.04,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
12749.00,1970-01-01 00:00:12.749,-0.00,0.94,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.24,49.53,57.02,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
12891.00,1970-01-01 00:00:12.891,-0.00,0.94,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.23,49.49,57.05,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
13062.00,1970-01-01 00:00:13.062,-0.00,0.94,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.49,57.05,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
13203.00,1970-01-01 00:00:13.203,0.00,0.94,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.57,57.02,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
13303.00,1970-01-01 00:00:13.303,1.77,1.05,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.57,57.02,0.00,0.00,-0.63,0.08,17.00,10.00,0.00
13403.00,1970-01-01 00:00:13.403,1.77,1.05,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.25,49.57,57.02,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
13503.00,1970-01-01 00:00:13.503,1.77,1.05,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.24,49.58,57.13,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
13685.00,1970-01-01 00:00:13.685,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.58,57.13,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
13847.00,1970-01-01 00:00:13.847,-0.00,1.05,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.24,49.72,57.18,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
14032.00,1970-01-01 00:00:14.032,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.69,57.18,0.00,0.00,-0.58,0.06,17.00,10.00,0.00
14157.00,1970-01-01 00:00:14.157,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.69,57.18,0.00,0.00,-0.62,0.08,17.00,10.00,0.00
14257.00,1970-01-01 00:00:14.257,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.23,49.69,57.18,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
14357.00,1970-01-01 00:00:14.357,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.72,57.20,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
14531.00,1970-01-01 00:00:14.531,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.72,57.20,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
14658.00,1970-01-01 00:00:14.658,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.26,49.76,57.20,0.00,0.00,-0.55,0.08,17.00,10.00,0.00
14798.00,1970-01-01 00:00:14.798,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.76,57.20,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
14953.00,1970-01-01 00:00:14.953,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.76,57.29,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
15053.00,1970-01-01 00:00:15.053,0.00,1.05,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.24,49.76,57.29,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
15173.00,1970-01-01 00:00:15.173,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.23,49.76,57.29,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
15273.00,1970-01-01 00:00:15.273,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.22,49.76,57.31,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
15405.00,1970-01-01 00:00:15.405,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.76,57.31,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
15586.00,1970-01-01 00:00:15.586,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.84,57.31,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
15686.00,1970-01-01 00:00:15.686,0.00,1.05,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.25,49.84,57.31,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
15786.00,1970-01-01 00:00:15.786,0.00,1.05,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.22,49.81,57.31,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
15886.00,1970-01-01 00:00:15.886,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.81,57.38,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
16032.00,1970-01-01 00:00:16.032,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.77,57.38,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
16159.00,1970-01-01 00:00:16.159,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.25,49.77,57.40,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
16283.00,1970-01-01 00:00:16.283,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.21,49.87,57.40,0.00,0.00,-0.60,0.08,17.00,10.00,0.00
16422.00,1970-01-01 00:00:16.422,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.22,49.87,57.36,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
16522.00,1970-01-01 00:00:16.522,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.23,49.87,57.36,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
16660.00,1970-01-01 00:00:16.660,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.84,57.36,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
16760.00,1970-01-01 00:00:16.760,0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.21,49.84,57.32,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
16860.00,1970-01-01 00:00:16.860,-0.00,1.05,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.91,57.32,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
17032.00,1970-01-01 00:00:17.032,1.84,1.17,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.22,49.91,57.42,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
17157.00,1970-01-01 00:00:17.157,1.84,1.17,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.25,49.86,57.42,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
17300.00,1970-01-01 00:00:17.300,-0.00,1.17,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.24,49.86,57.34,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
17489.00,1970-01-01 00:00:17.489,-0.00,1.17,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.23,49.84,57.34,0.00,0.00,-0.59,0.08,17.00,10.00,0.00
