time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
27699.00,1500.00,1.11,3.73,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,8.00,0.00,
27818.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,40.00,0.00,
27938.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,29.00,0.00,
28059.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,11.00,0.00,
28173.00,2500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,60.00,0.00,
28283.00,2750.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,1.00,0.00,0.00,
28393.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6228.76,7000.00,1.00,52.00,0.00,
28503.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5154.35,6000.00,1.00,22.00,0.00,
28614.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4726.89,5500.00,1.00,98.00,0.00,
28724.00,3750.00,1.15,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4497.88,5300.00,1.00,22.00,0.00,
36676.00,1500.00,1.13,0.39,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,67.00,0.00,
36786.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,21.00,0.00,
36896.00,2000.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,26.00,0.00,
37006.00,2250.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,25.00,0.00,
37116.00,2500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,28.00,0.00,
37227.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,2.00,84.00,0.00,
37337.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6241.56,7000.00,2.00,74.00,0.00,
37447.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5167.05,6000.00,2.00,105.00,0.00,
37558.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4741.09,5500.00,2.00,92.00,0.00,
37668.00,3750.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4511.66,5300.00,2.00,0.00,0.00,
46666.00,1500.00,1.12,1.75,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,11.00,0.00,
46775.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,48.00,0.00,
46884.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,40.00,0.00,
46993.00,2250.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,50.00,0.00,
47103.00,2500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,134.00,0.00,
47214.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,3.00,80.00,0.00,
47322.00,3000.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6254.01,7000.00,3.00,4.00,0.00,
47433.00,3250.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5180.54,6000.00,3.00,48.00,0.00,
47543.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4753.70,5500.00,3.00,23.00,0.00,
47653.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4523.86,5300.00,3.00,32.00,0.00,
56625.00,1500.00,1.12,0.05,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,65.00,0.00,
56760.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,29.00,0.00,
56868.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,36.00,0.00,
56976.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,65.00,0.00,
57085.00,2500.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,88.00,0.00,
57195.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,4.00,61.00,0.00,
57305.00,3000.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6265.72,7000.00,4.00,0.00,0.00,
57415.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5193.36,6000.00,4.00,100.00,0.00,
57525.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4766.58,5500.00,4.00,41.00,0.00,
57636.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4536.58,5300.00,4.00,47.00,0.00,
64987.00,1500.00,1.13,1.08,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,61.00,0.00,
65116.00,1750.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,28.00,0.00,
65227.00,2000.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,106.00,0.00,
65338.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,6.00,0.00,
65449.00,2500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,32.00,0.00,
65560.00,2750.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,7000.00,7000.00,5.00,34.00,0.00,
65670.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6279.02,7000.00,5.00,63.00,0.00,
65780.00,3250.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5206.89,6000.00,5.00,4.00,0.00,
65890.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4778.91,5500.00,5.00,97.00,0.00,
66000.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4549.57,5300.00,5.00,89.00,0.00,
